@relation mfeat-weka.filters.unsupervised.instance.RemovePercentage-P33.0

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.918561,0.446211,5.323058,13.391538,2.184496,-1.559435,-1.022982,-7.196196,-1.334172,0.906171,4.27422,3.970593,2.072213,-2.533694,-3.590739,3.005998,1.328382,0.470518,-0.69423,3.075719,-0.577346,-0.201253,1.791958,-0.764858,-3.625229,1.039432,-0.315887,3.576024,2.084904,-3.375381,-0.894971,2.720338,0.700364,0.119063,-0.200248,-0.457327,1.661905,-0.709185,1.084326,-1.171644,0.4277,-0.001331,1.094886,-0.167256,1.472582,-1.678838,0.398482,0.197629,1.204197,1.333382,-0.690319,0.79267,-0.694645,-1.401261,1.629044,-0.739132,-0.230149,-1.021033,-2.040079,0.86443,0.42795,-0.844696,-0.373261,-1.945963,4
-1.745739,-0.272596,4.852201,11.900283,1.721808,-1.583183,-4.132687,-6.052377,-3.395719,0.808607,7.612269,5.757952,1.948262,0.64132,-1.783411,4.271756,0.89358,1.234642,-2.833445,4.339077,2.267833,0.948529,1.850271,-2.165185,0.211919,-0.042241,-1.343343,2.522357,2.969005,-0.636225,-0.720601,3.602907,0.196346,2.385167,-0.122103,-2.474628,2.335397,-1.19528,0.315301,-0.27872,0.039172,1.441329,-0.288592,0.440661,-0.737482,-2.471488,1.668056,0.62312,0.878693,-1.160367,-0.200852,0.438632,0.924605,-0.843213,0.270791,-2.172763,1.340069,-0.49428,-0.897814,0.086384,-2.245624,-0.02657,-0.641533,-0.977384,4
-4.924816,-1.77426,10.142471,10.846098,1.488433,3.181016,-1.682347,-0.130318,1.624275,2.645079,4.152019,0.743035,-5.768034,-2.868628,2.768439,-1.479558,0.582729,2.949557,4.43266,-0.719375,0.772675,1.154866,-1.789043,2.444787,-1.27682,3.116321,0.706073,-0.419806,-0.85463,2.077556,-1.492491,1.904504,-4.131744,-1.146629,2.104546,-1.627648,0.51877,-1.325852,-1.223246,-3.186617,1.159562,2.658269,-0.914629,0.50531,2.047794,1.253856,-0.238088,2.357585,-2.611331,-0.185216,0.715423,1.393524,0.673114,-0.059097,0.414745,-1.000425,0.512396,-0.086018,-0.869936,0.877048,-0.478216,-1.494553,0.418169,0.090905,4
9.712219,0.127764,6.930903,5.723876,-3.01647,0.536149,1.651068,-0.781878,1.263042,4.827132,6.142659,3.596683,5.851129,1.724856,-3.344879,2.385285,4.476643,0.912072,-3.568946,4.004391,-2.491934,0.444968,-2.220881,-1.281463,-2.43713,-2.316527,-0.003791,3.181707,-1.900679,3.359159,-2.007352,2.23142,1.103333,-0.085764,-1.678372,-0.46603,1.856093,0.173146,-0.151568,1.091493,-0.638505,1.782729,1.779746,-0.242428,3.144938,-0.774862,1.841743,0.755432,0.31745,-1.749391,1.118871,-0.566866,0.319072,0.7504,1.670809,0.162667,-0.536116,-0.866933,0.215918,1.223804,-1.727488,0.744891,-0.437073,0.602694,4
-2.505346,2.626178,2.877579,10.138744,1.649181,-5.565297,-2.999333,-1.91081,-2.85497,4.038885,6.329805,4.441754,-2.901537,2.311695,-2.301031,-1.197886,1.380837,0.476756,-0.3456,5.070663,0.180309,-1.107222,2.901237,2.265402,-2.923504,-2.331312,-0.914946,0.133678,-0.470345,-0.987739,-0.935436,-3.141118,-3.520537,1.489205,0.213114,0.290152,-1.222233,-0.913816,-0.711075,-0.989111,2.154575,1.577916,-0.901114,-0.06262,2.347363,0.751271,-0.194296,-1.425244,1.471937,-1.697973,-0.370524,0.790512,0.901412,-1.423093,-0.25613,0.175861,-1.275046,0.027221,-0.786644,0.24718,-2.466662,0.126056,0.671336,0.743929,4
7.160111,3.541832,2.244689,2.790141,-3.982661,3.692585,-1.722932,2.201163,5.538449,2.794318,5.043211,7.480886,1.928133,-4.252811,-2.16481,0.412893,5.24793,1.960644,-8.858864,5.37376,-1.161823,-4.043446,-0.079233,-3.207306,-1.054088,0.521258,1.496245,2.788084,0.742971,1.558663,-0.133413,5.053761,-0.230461,1.63717,-0.722698,0.749311,0.605348,-0.250947,1.198491,-0.259251,0.954865,1.254152,2.666491,1.881589,1.203356,-1.019602,1.218583,0.946336,2.34599,-0.170747,0.699704,-0.203921,1.608549,1.476037,0.386475,2.306723,-1.720125,1.204708,-0.000203,-0.479156,-0.602612,1.677789,-1.546762,-0.823087,4
-6.372084,-0.954667,1.768753,11.938963,-1.520603,-1.334991,-4.886736,-1.155912,-1.487842,1.888789,1.385108,3.767411,-0.734006,-0.851732,0.049355,-2.227291,1.715079,5.25835,-5.497228,0.291029,-2.1368,-1.002819,4.439363,-0.276308,-5.789288,-0.036996,1.24136,1.529663,0.243969,0.68465,-3.10459,2.518607,-1.434369,2.083686,1.682861,0.293979,1.900881,-1.558101,0.312621,0.171189,0.263343,-1.481257,-1.431755,1.177471,1.807338,2.098858,0.153435,2.78187,-0.590724,1.763973,-0.091293,0.695389,-0.305104,1.772359,1.092854,0.903064,-0.16213,-0.525197,-0.524272,0.027239,-0.807641,-0.451867,0.082594,-1.052312,4
-1.609709,-2.032395,1.894788,13.236661,2.447972,-1.7558,-2.330915,-6.345484,0.297559,3.57849,4.539355,4.953424,3.008691,-1.22551,-2.172126,-0.096928,2.336623,2.929384,-3.706684,3.217218,3.413982,-2.545388,6.001831,-1.414301,-2.60005,-0.55943,2.280251,2.574028,2.439065,-1.476332,-0.658746,3.262692,1.023121,0.748714,0.525738,-0.567351,1.655118,-1.355057,0.988066,-0.06452,-2.05178,-0.147329,-0.1656,0.818052,1.789269,-0.980639,1.206439,1.292278,1.668023,0.153849,-0.385623,-0.290548,0.573333,-0.880727,0.541357,1.02615,0.331142,0.492074,0.545841,-0.474825,-1.213996,0.177624,-0.591159,-1.107602,4
7.353781,1.498355,6.543008,6.603942,3.045514,0.891567,-2.875019,-8.291546,0.643594,-3.985076,2.239089,-2.638913,3.300907,3.622361,-1.536744,3.188878,2.899377,-0.032317,5.752627,0.600008,-0.502011,-0.080565,-0.486973,-1.893668,-1.85954,1.118656,0.175577,0.389778,1.128966,-0.029152,-2.762392,1.668646,1.581795,-1.020771,1.081241,1.042147,-0.311357,-1.884196,2.436401,-0.259675,0.850524,0.267448,1.336207,0.12647,-0.126474,1.930644,-0.135418,1.497416,-0.242787,1.365405,-0.657894,0.784931,1.05483,-1.471296,0.517718,0.675665,0.457742,-0.418231,-0.568171,1.402697,-0.916867,-0.85846,0.732895,1.095284,4
-4.245709,1.782075,-0.525021,11.801228,5.298768,-5.099214,1.421304,-2.451115,-4.008331,-0.967286,3.995381,3.563129,-0.134417,0.186971,-3.335056,2.779018,2.563464,2.360233,-3.398192,3.206328,-1.303055,0.166271,3.060393,-0.247596,-2.019111,-1.361528,1.605435,0.320975,-0.230654,-0.40916,1.4565,0.630121,-1.619563,-3.200373,-0.404625,-0.969073,1.683569,-1.104242,-1.813902,-1.2097,0.105018,1.931148,-2.022706,1.722321,0.734551,0.446462,0.599125,-1.093626,0.849739,-1.747595,-0.168852,0.519526,0.659848,0.19383,0.344868,-0.290148,-0.232114,0.621852,1.476898,0.235814,0.381435,0.376148,0.502653,-0.689259,4
1.375854,-4.020236,-0.486434,12.752005,0.784313,-0.840576,-3.277586,-5.220616,3.098503,7.337595,2.204277,3.816549,4.539894,2.655891,-0.221261,-2.813451,0.856241,2.839063,-4.002368,1.49518,0.279321,-4.442692,2.190241,-1.523314,-1.869576,-0.538133,0.617517,0.867239,-0.372061,0.091462,-1.508477,1.015317,-0.302287,2.514319,-0.331108,0.206765,1.154511,0.062581,0.032703,0.797928,-0.862421,1.086087,-0.954628,-1.569499,-1.986596,0.49653,1.047241,0.400395,1.871611,-0.008852,2.188576,-1.579016,2.542207,0.641161,0.115319,-0.296731,-0.326601,1.313,1.382043,-0.323201,-0.62396,-1.902241,-0.154968,-0.620182,4
-7.967187,0.977256,5.817116,12.645301,-0.538476,-1.514783,-2.966355,-1.964054,1.026755,1.038629,1.367495,4.578417,3.079306,-4.674876,-1.845109,2.719239,-1.584126,-0.770561,-2.51033,2.942926,-0.841771,0.670608,2.155401,1.241305,-3.356701,0.439257,2.512896,4.419459,2.883276,-2.889042,-2.027463,3.57403,0.039016,0.663089,3.584692,-0.409889,2.424211,-1.837457,0.581881,0.277776,0.320127,0.21409,-0.035347,-0.411949,1.725007,0.529382,-0.907739,-0.347193,1.10443,1.7825,-0.312936,0.66314,1.312393,0.179039,-1.836691,0.148274,-0.994115,0.075662,-1.062068,-0.261139,0.087909,0.101281,0.729731,-1.031459,4
12.335822,0.214241,-0.079327,6.597573,-2.868847,4.66864,-1.527758,0.850791,1.376282,6.019162,2.297715,2.680113,5.605594,-0.958712,-1.121748,0.182842,0.536073,3.04343,-4.449439,2.221605,-0.495094,-1.959892,0.618133,-0.653202,-2.477265,-2.292508,-0.583336,4.486649,-0.899918,0.959312,0.845628,2.094234,0.172211,0.39059,-1.014356,-0.846033,0.691317,1.145172,-0.725974,2.139412,-2.545538,-2.42156,-1.008965,-0.163717,-2.314523,-0.374512,0.981379,1.104739,2.244314,1.513938,0.827985,-0.620021,1.568952,-0.449659,-1.038118,-1.224315,0.405151,-0.395581,-1.252727,-0.533289,0.385205,-0.616288,-0.050031,-2.878249,4
-5.28496,5.77894,3.595338,10.250437,4.457149,-4.508222,1.329369,-0.766443,1.622065,-1.367375,5.199133,1.988814,-0.131209,1.081543,-3.78438,2.188281,1.887834,1.542121,-2.671908,4.496146,-3.363109,2.577995,3.008678,1.070653,-3.713535,0.021691,2.265489,2.690907,-2.190435,-0.81282,-0.161591,0.958191,-1.463363,0.1445,4.575275,0.150357,0.385976,-0.944626,-0.078028,-1.17393,2.654368,0.161332,1.568651,1.237788,2.703702,0.177837,1.015929,1.144545,1.462359,1.526388,0.11769,0.526187,0.587972,2.126075,-1.177236,0.218354,-0.489925,-0.586679,-1.662548,-0.618349,-0.271214,-0.662707,0.49361,-0.250844,4
-1.240365,-0.584217,6.919267,11.456902,4.279802,-5.166397,-2.139584,-6.03443,2.656733,3.95373,7.03215,5.013879,1.619786,2.989554,-2.47655,0.251603,2.280193,1.685578,-1.442753,4.396144,3.152768,2.037836,1.379423,-1.434535,-0.810666,-1.907135,1.182233,3.101284,1.400615,-1.519078,-0.853825,2.155764,-1.870043,0.831426,-2.161545,-0.83315,1.006868,-1.872511,0.259275,-1.114065,-1.263501,2.121141,-2.156429,-0.525147,1.490569,-1.579335,1.409415,1.041353,2.000917,-0.140474,1.363233,0.121099,0.698043,1.459462,1.027617,0.453233,-1.121587,0.824755,-0.35267,-0.012784,0.201087,0.105976,-0.538224,-1.214932,4
-8.054719,1.928605,8.993874,12.109753,3.319628,-2.318027,-1.352498,-0.660822,3.994469,2.641504,5.818702,3.010466,1.878168,-1.872059,0.304876,1.52858,0.258748,2.122979,-2.733355,0.481979,-0.030926,3.598148,-3.461683,2.217069,-1.11869,1.098701,3.010348,4.237103,1.4142,-0.526001,0.049433,1.210624,-0.705551,0.230402,1.132773,-0.208776,-0.286067,-1.076736,1.650711,-3.350669,1.191946,2.393335,0.815438,-0.31783,1.179343,-0.380633,0.54002,-0.614017,0.251085,2.488179,-0.510011,-0.028051,0.572274,1.064816,0.007449,1.87693,-0.97551,-0.138046,-0.768341,-0.561126,0.119328,0.602456,-0.692281,0.779731,4
-1.040014,0.659555,3.838502,11.737819,2.543606,-3.739762,-3.842727,-6.991458,-3.070898,2.457862,5.61285,5.316882,1.265491,0.326711,-1.103916,1.548203,1.914497,0.0083,-2.382365,4.540614,1.243639,-0.978873,1.919632,0.047472,-3.530504,-0.30924,-0.41345,1.796395,2.607061,-0.47493,-1.901524,-0.198531,-2.072886,1.037285,-0.268178,-0.750153,0.869848,-1.509887,0.207634,-0.184407,1.036382,1.343272,-1.260607,0.371068,-0.055365,-1.446228,-0.080987,1.615796,1.558211,-2.335645,0.823329,-0.381549,0.555529,-1.649867,0.349585,-1.680232,0.57988,0.988702,-0.27918,0.111511,-0.701329,-0.505825,0.589745,-1.344199,4
1.328345,2.751856,6.091164,10.382098,3.328492,-3.298218,2.355942,-10.372052,-1.396526,-3.60632,4.662408,2.300901,2.654874,-1.748759,-1.79244,6.40379,1.346344,3.754514,0.318899,-0.46142,0.07022,1.858158,0.268151,-0.261888,1.342209,3.256094,0.44573,0.637983,1.27367,-0.78152,-1.22165,3.181153,1.513608,-0.908301,-0.806988,0.811594,-1.020792,2.792811,0.227858,-1.459239,0.275632,2.926564,-0.46254,-0.124729,-0.515952,-0.615339,1.65285,-0.259315,-1.153705,1.561876,-0.417952,0.458028,2.052998,0.5983,0.501828,-0.480081,0.888332,-0.143546,0.047145,-0.034427,0.667414,-1.566648,-1.227829,0.411753,4
8.699569,1.625464,3.185063,5.53096,-3.892792,1.939463,-1.563844,2.03305,4.243064,2.739506,4.862681,7.232433,5.407326,-2.774551,-4.5348,2.487106,2.042316,0.632873,-6.88145,4.638838,-0.605875,-2.118055,-1.417555,-2.037056,-3.220027,0.365478,0.030296,5.229625,0.462529,1.185887,-2.702026,3.67675,0.24621,1.308987,-0.214013,0.856945,1.081408,1.205802,0.425958,1.070669,1.496746,-0.244002,2.595579,0.201596,1.140194,-1.895221,0.170012,0.432586,2.79867,-0.31489,1.517409,-0.990026,2.277341,0.066523,1.635643,-0.395811,-0.883847,-0.080072,-2.242262,0.472564,-0.995687,0.256193,-0.008134,-0.620087,4
-2.18457,0.421345,6.481499,14.500986,3.998948,0.117164,4.158434,4.640923,1.091103,6.003747,2.631577,-0.878482,-0.693189,0.306908,-1.254404,2.803247,0.34991,-0.709176,-1.007471,1.257713,-0.132889,0.481415,0.713206,0.892681,-0.395808,-3.229714,2.042692,1.475425,-0.0447,-0.018214,-2.836529,3.024089,0.242877,-0.706297,0.669376,-2.55758,4.251685,0.148081,0.447398,-0.498436,-1.87446,1.311612,-1.918653,-2.115229,0.949612,0.561553,0.838015,0.54458,1.31892,0.353235,0.641596,-0.7837,0.098167,0.019636,0.885868,-1.446842,1.163379,1.246813,1.056931,-1.5541,1.141956,0.340885,0.164065,-1.525426,4
4.080449,-3.601255,-3.047812,3.955822,0.780555,-3.6332,-5.128072,-0.048277,-3.789231,4.922873,8.205225,5.699858,5.043531,1.011737,-3.292163,2.765757,2.54106,-0.182777,-1.023485,2.432209,2.09468,0.189696,1.943453,-4.195926,-3.702335,-0.584152,1.68555,5.226798,1.596247,-0.14713,-2.09576,2.124279,-0.011431,-1.245612,0.5974,-2.301299,4.989713,-0.318797,0.311524,-0.183079,-0.5809,0.49949,-0.490387,1.741308,0.964034,-0.563584,0.67344,-1.979828,1.532375,-0.838453,-0.298938,-0.214602,0.170108,0.234996,-0.506143,0.185164,1.55572,-0.290476,0.480902,0.249393,-1.108885,-0.713838,-0.728301,-0.624706,4
-6.005249,1.577358,1.020304,10.924319,4.535831,-3.745276,-1.173394,-2.595975,-1.930528,-1.202778,6.838703,3.698079,-0.562342,-1.407969,-0.369422,-0.276889,2.82522,2.238788,-3.495372,4.093566,-1.645468,-0.963265,3.789817,-0.977077,-2.752936,-1.097443,1.353877,6.089283,0.745704,1.544618,-0.110675,3.077188,-2.01236,-0.124866,2.178253,0.83199,-1.470726,0.002293,-0.854736,0.560365,0.873986,-0.553149,0.247392,2.403566,0.984695,-0.076005,0.912456,0.52273,0.602677,-0.485344,0.834688,-0.283867,1.091227,0.058017,1.983266,0.749878,0.833863,0.427931,-1.172307,1.128649,-0.523562,1.934228,0.319194,-2.252774,4
-7.588648,-1.071544,5.585069,12.057798,4.614251,-4.344766,-2.676308,-0.562904,1.72241,1.956772,4.162923,4.376422,2.986995,-2.452538,-1.00923,2.427808,0.351319,2.209445,-5.326054,1.265188,1.604335,2.53784,1.617813,-0.814855,-2.645267,-0.633945,3.12645,7.011843,2.759824,-1.987727,-1.689178,2.340301,-1.853183,-1.091457,2.333692,-0.400407,1.968711,-1.134745,0.930094,-0.700979,0.071828,0.295566,-1.036363,0.669621,0.268899,-0.891337,-0.572777,0.160036,0.634509,1.5043,-1.088135,1.049856,0.459194,-1.25019,0.513311,-0.391389,-0.060367,0.257201,-1.017515,0.618373,0.114573,1.250971,-0.745428,-0.883635,4
-1.366484,3.450168,4.162095,10.55639,4.922493,-0.387591,-4.486858,-5.050492,-0.298763,1.778281,4.88749,1.618019,-3.068921,7.064674,-1.475267,3.326978,2.793888,-1.851141,2.192961,1.125897,1.031995,1.038279,0.906845,1.758799,-2.604069,-2.410594,-1.412731,-0.341432,-1.406199,-0.55687,-0.643761,-1.501719,-0.38841,0.2859,0.569564,-1.614487,1.049893,-0.50665,-0.191703,-0.675114,-0.106473,0.048248,1.227917,-0.185183,-1.083269,1.507958,2.051913,-0.42936,0.933021,-1.247009,0.487963,-1.095436,-1.277427,-1.504562,0.356902,-1.48502,0.794473,1.352547,-0.800204,0.93452,-1.2546,0.223641,-1.005777,-1.00327,4
3.984781,-0.97607,3.544906,12.190879,2.509056,-2.99693,-3.93863,-5.992844,-1.819858,2.34233,4.362341,1.441234,4.124284,-0.803642,-1.914524,2.00545,0.537182,-1.029076,2.728751,1.813941,-0.421735,-0.321208,-0.359488,-0.067375,-3.467047,3.154631,0.851641,2.342235,0.917948,-3.10825,-2.217015,0.308879,-0.074152,-1.085912,0.164712,0.600166,0.314399,-0.138627,-0.56252,-1.488594,1.2187,1.0236,0.047414,-0.562832,-1.11513,0.020741,-0.221328,0.26928,-1.007166,-0.407383,1.375392,1.247391,0.338749,-1.407598,1.917474,1.689306,0.387108,-0.032404,-1.427491,2.739748,-0.057665,-1.111703,-0.672725,0.401404,4
0.947272,-0.325639,1.457299,11.073241,-2.694581,0.096726,-5.687518,-6.936451,-1.326012,4.102882,3.930364,2.806436,3.180901,1.174269,-0.331737,-1.010517,3.25059,3.485915,-3.871347,2.797644,-1.607955,-2.019586,1.987211,-1.139445,-4.567647,0.89767,-0.445279,2.386985,2.006408,-1.699977,-0.856231,2.256824,-0.184883,2.581329,0.544613,1.502176,0.704653,-2.202997,0.958537,-0.518158,1.649166,-0.710285,-0.336151,1.467227,1.278884,0.250254,0.919291,0.549881,1.393151,1.369251,-0.692175,0.828971,-0.665973,0.045703,0.912805,0.959801,-1.42017,-1.000914,-1.857082,0.749056,0.563728,-1.030223,0.742083,0.160951,4
