@relation mfeat-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P33.0

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
1.747719,3.888019,-6.114589,5.981045,6.74754,8.422813,-5.994847,0.428297,2.625147,-4.673218,1.364304,3.673031,2.565778,0.535941,-2.30044,6.728365,-3.816434,2.559543,1.829654,-1.267777,2.164983,3.120993,1.087729,0.43662,2.340616,-1.505973,1.095349,-0.274031,-0.470203,-1.611979,0.538147,0.925423,-2.061065,-2.685189,-1.644897,1.183449,2.742404,0.65738,-2.780348,1.483017,-0.415685,-0.301055,0.239969,-1.354586,-0.594761,-0.106471,0.238453,-1.791447,-0.397563,0.444495,0.600559,-2.462944,1.192225,-1.219988,0.996544,1.348326,0.107843,0.030419,-0.076097,-1.192417,1.222407,0.914206,1.028472,-1.231356,2
13.949376,-4.615873,5.633831,3.504135,-3.295857,3.650188,-0.097399,-1.017156,-2.346791,0.081491,-0.90343,-5.623667,4.469222,-0.94215,-1.989588,0.170676,-1.400859,1.976511,0.848243,0.703258,2.707116,1.687031,2.050318,-0.853881,0.333,1.111559,-0.604164,-1.249509,0.071731,-1.839864,-1.478607,0.516636,0.713787,-0.373258,0.072064,-2.559446,1.334985,0.830662,0.219162,0.731338,0.219046,0.85643,-0.719881,0.379361,-0.241241,-0.270117,-0.620023,-1.203838,0.729176,1.08515,0.320562,0.035864,0.168052,-0.395314,-0.266747,-0.57065,0.420519,0.926841,0.622688,-1.746773,-0.616362,-0.104241,-0.128383,-0.8595,8
2.246364,2.234661,-7.528042,6.80796,9.003619,1.909617,2.297871,-0.004868,-4.387858,1.070752,-3.106432,5.766048,3.193257,-5.970515,0.075604,0.548521,2.793106,2.945666,-3.099058,0.313995,-1.325055,-0.6792,0.221096,-3.579375,-0.113847,-3.755988,0.171393,1.734706,1.111883,1.497381,1.645868,2.064344,-0.751268,-2.45725,0.612585,4.05764,0.064414,0.481796,-0.891693,-0.637153,-1.164105,-1.570088,-3.446871,-1.173125,0.324612,-0.227528,0.880819,-0.028007,-0.212816,-0.349348,-0.740304,0.17216,-1.543317,-0.349648,0.435921,0.586862,-0.483203,1.346635,-0.044694,1.364572,0.16391,-0.544476,-0.600191,1.318758,2
0.953662,10.056179,-7.335445,-2.869859,5.694691,2.466037,-1.573269,-4.49249,-0.272329,-1.121413,1.060518,5.556923,-1.993236,-1.476662,2.32586,0.412138,1.208523,2.397911,0.100876,-1.672959,1.286797,2.095547,3.436752,0.976419,3.878315,-5.326173,-1.221887,-0.95481,-1.041116,2.163523,0.150875,-2.643902,-1.387471,-1.167959,-2.784806,-0.186743,0.787777,1.5031,-0.68285,1.172051,-0.60338,-1.375715,0.494799,-1.661401,-1.835835,-0.97481,-0.383735,-0.823692,-0.026593,-1.218007,1.448085,-2.086069,-0.615219,-0.582436,0.257155,-0.043941,0.20827,0.840803,0.062753,-2.04477,2.701344,0.793748,-0.181894,-1.518195,2
-0.605012,7.75043,-11.590114,5.429127,6.524266,5.841314,-1.498114,-0.463814,-0.10764,-2.090141,1.22767,2.540043,1.3395,0.547638,-1.164968,4.721153,0.040412,-0.598892,-2.3413,0.189688,0.475308,1.015411,2.32071,-0.277987,1.54005,-5.226371,2.719202,0.030993,0.102331,0.915528,-1.785617,-1.003134,-1.14489,-3.216121,-0.14545,1.886219,0.764622,1.699984,-0.964303,0.47569,-0.454658,-0.498035,-0.91038,-0.57952,-0.03644,1.707644,-0.289366,-0.34929,0.35132,-0.324301,0.082089,-1.218074,-1.884515,-1.059105,1.145388,1.524585,-0.473543,0.136278,-0.070507,0.928666,0.343641,0.34335,-0.278513,-1.497724,2
-11.354073,5.84103,0.156302,-3.712251,1.020985,2.48465,1.203589,0.434468,-2.017201,-11.778274,5.912781,1.91955,-5.599249,0.04982,-2.058717,1.155422,0.953928,-1.269176,-0.858958,-0.148058,-1.125449,-0.744728,0.388348,1.16412,-0.695802,0.136524,3.298908,-0.859722,1.323961,1.083336,-0.358849,0.602914,-0.189324,-0.958867,-0.704587,-0.548527,0.478821,0.878614,0.479823,-1.455331,-2.20978,0.994667,-0.279736,-0.432453,-0.569955,0.116258,-0.647872,-0.682997,0.996855,0.844562,1.536226,0.897939,-1.856883,-2.298961,-0.438215,1.112776,-1.095293,-2.23716,0.876444,0.565444,0.229734,-1.208998,1.788312,-0.646882,7
-9.473791,-11.096554,5.326232,-4.168043,0.603721,0.271768,-6.082654,-1.330436,2.381019,-0.950454,-2.245322,3.445802,-1.461937,4.441383,-4.593019,-2.476423,-4.663531,-1.806283,-0.057111,0.461046,1.014868,0.235424,0.663451,-1.15165,-1.998651,-0.791302,-0.645634,-4.016257,-3.498507,-1.087803,-0.499123,3.229818,1.0463,-0.766042,1.001824,-2.573057,-0.049214,0.037904,1.257628,-1.153863,-1.117683,1.148921,0.078548,-0.877757,1.036724,-0.625298,-0.510875,-1.485824,1.876148,0.634463,-0.827873,0.716303,0.502314,-0.795706,1.316575,-1.079396,0.742823,0.758994,-0.507594,-0.671698,0.876061,1.736657,1.05592,-1.615265,1
7.082209,-4.973181,-2.601458,10.24453,2.280006,2.728239,-4.928842,-1.703915,-5.820982,1.808578,-2.076894,1.061331,0.458277,-4.910777,0.451089,2.515474,-1.996121,0.793286,0.696248,-3.048167,3.415129,-1.436112,4.108425,1.916725,-1.959281,-0.909977,-0.888623,0.620852,-1.68743,-0.372415,-2.743093,1.072638,-0.437788,-1.866335,2.077854,-0.793366,0.841406,4.412143,0.740094,-1.030859,-2.025545,0.90147,-1.136814,-0.651676,0.548254,0.246156,-0.136333,-0.479321,0.074158,-0.19035,-0.909105,2.595129,0.753444,1.804066,-0.187832,-0.476299,-0.19419,-0.739815,-1.487512,0.232798,1.859936,0.133111,0.191874,0.52431,2
-11.816205,-11.944558,11.910088,-2.248946,2.547586,1.430818,0.824749,-2.99774,3.490959,1.466275,-1.965195,0.766652,0.901386,0.179094,-1.621769,0.786582,-5.387355,1.611082,-2.634422,-1.737772,-2.123022,-0.819873,-0.933473,1.249057,-3.247518,0.573263,1.795667,-0.47016,-1.385867,0.162916,0.810317,1.194369,-0.685154,0.254536,2.815632,-1.425085,-0.087763,2.568121,-0.922181,0.504063,-1.784721,-1.424859,0.219809,-0.081366,1.472918,0.24627,0.975822,-0.834325,0.073828,1.416272,1.205526,1.734629,-1.352359,-0.80232,-2.170055,-1.152255,-0.079543,-1.506104,-1.20152,-0.34791,-0.191275,0.87103,-0.868917,0.861532,1
-9.574118,-6.827699,4.610513,0.758453,6.529846,-1.560628,-6.699416,2.381527,1.065566,-6.26036,1.407614,-4.819255,0.490423,0.717126,-1.147579,5.845173,2.160694,1.895016,-1.955438,-1.56005,-1.162718,-2.033322,0.661157,2.594102,1.073032,-1.703282,3.369287,0.132318,-0.059832,-0.22278,0.016918,0.039721,-0.443423,0.660631,1.058424,-0.946141,-1.342603,1.30335,-0.756864,3.095307,-0.743503,-0.73168,0.02835,-0.520799,0.112043,-0.7706,0.003834,-1.181335,-3.209699,0.154764,1.046595,-0.133724,-0.448119,-0.68407,-0.037045,1.486997,1.236168,-2.827265,0.141584,0.848284,0.415135,0.185087,-0.75204,1.558861,9
7.845762,-3.088755,-0.273483,-2.216057,1.437095,-2.772391,-4.438941,0.43575,-7.302577,1.028283,7.583036,5.435739,3.369114,2.794327,0.819956,1.83752,2.649472,1.587101,-3.48339,2.038752,-0.045104,-1.121963,-0.656079,-0.499198,-1.921252,-2.59874,0.606157,1.999454,0.549471,2.470355,-0.092278,0.291281,0.008307,-2.034816,-1.709519,-1.981563,2.789994,0.433297,0.517808,0.759534,-1.259339,0.582633,3.393131,1.065716,-0.478853,-1.172119,1.678531,-2.963374,2.782553,-1.840125,-1.376973,0.307959,1.21983,0.781546,-2.247643,0.618216,-0.330272,1.082136,0.502692,-1.410912,0.794935,2.29937,-0.816966,-1.141352,6
6.734015,3.221581,13.864478,-2.915024,2.637497,2.117557,-4.343568,-0.433482,5.452425,-3.018901,-1.011778,-2.107759,-1.060272,-1.575452,4.981152,6.172181,-3.41997,-2.379952,-1.760256,1.447422,-1.341359,0.188466,1.75784,3.290993,-0.495084,1.315398,1.569589,-0.178669,1.014338,0.608249,-4.696068,-0.802866,1.33493,-0.312314,-0.669404,-3.795067,-1.225359,0.901326,2.437654,0.117938,-3.891201,2.559247,1.432258,-1.210294,1.341655,0.826191,0.278438,1.019132,-0.135341,0.569847,-0.271204,1.975559,0.944301,0.413162,0.896618,0.56354,-0.076863,-2.351558,-0.102737,-1.548596,-0.05044,-0.767872,0.71153,0.125317,3
7.566507,-1.661674,-1.0456,9.858724,-0.577037,-0.584575,1.804677,-4.631657,-2.089771,6.081352,3.756317,2.209202,3.407924,1.764009,-0.435135,1.925107,1.186853,-0.954761,0.599694,3.507054,-1.51491,-4.738089,-0.675845,1.008971,-2.374974,-2.550605,-0.367892,1.873102,-0.784035,1.709247,-0.387421,1.383786,-1.327009,-0.796783,-1.666033,-2.605,2.398464,0.091753,-2.092823,-1.947216,-0.958128,2.261014,-1.109521,-0.89881,-1.178572,-0.360871,-0.334132,-0.049465,1.16732,-1.542856,0.759913,-2.427971,0.609869,-0.548477,0.726873,-1.815268,-0.037836,0.924513,-0.574777,1.446834,-0.024309,1.106026,0.38454,0.113128,4
-2.207893,-0.960459,5.751418,15.575088,4.639838,-1.880488,-0.826673,-3.315783,-0.803107,2.291397,2.938471,3.91717,3.223397,0.108373,-3.955755,1.86356,0.411642,1.291147,-2.06134,-0.052414,1.979155,1.770032,3.053416,1.113854,-3.455039,1.077216,-0.012494,2.036696,0.352596,-1.107077,-1.02274,1.080674,0.54618,-1.164179,-1.155474,-0.596234,1.311206,-1.169273,-1.221433,-0.953731,0.026657,-0.184336,0.359989,-1.765948,0.93355,-0.217427,1.344094,-0.359116,0.35673,-1.187247,1.092275,0.215677,-1.00958,0.394481,1.212215,1.032907,-0.032228,-0.830431,-0.301744,-0.611676,0.250279,-0.228581,-0.919089,-0.50996,4
-3.365023,5.18292,2.526033,-5.248278,5.529943,1.520714,5.987523,-8.524353,1.985906,-1.269385,-0.881242,-1.681854,-1.681882,-1.071301,5.094038,-0.463671,4.831553,1.640015,-0.663273,-0.015306,-2.581074,4.047359,1.285266,2.123382,3.751777,-2.63427,-3.676167,0.893947,-0.545327,-0.448071,-1.595333,1.754155,-3.02991,-4.154927,-1.490716,0.981565,0.30562,-0.347847,-1.644889,0.232715,0.31216,0.165899,1.644398,0.452129,-0.49556,-2.564415,0.321048,-0.708303,-0.323614,2.043238,0.030691,-1.972757,-0.439928,-0.834887,0.354757,-0.245972,-2.053287,-1.449114,-0.017083,-0.835211,0.375432,0.596648,-1.028148,-1.059465,9
5.168468,2.304205,10.66719,-3.990386,0.564865,4.687583,-1.161766,4.107787,-3.052516,-0.446788,-7.579566,-1.587853,-0.673622,-2.323209,1.867619,-0.759955,-3.516171,-2.549291,-3.882739,-0.269711,0.0599,1.364419,-0.688205,-0.426535,0.051971,0.31766,3.104826,-4.264596,-0.3792,-0.006521,-1.37842,0.871073,-0.997949,-1.09269,2.163846,-1.301196,2.673827,-1.125861,2.222528,-0.596349,0.236572,-0.941405,-0.062518,-3.011704,-0.581299,-0.068581,-0.686014,-0.264235,1.170571,-1.160285,-0.063368,-1.548053,-0.877231,0.08286,1.056409,-0.288089,-0.968944,-0.19353,-0.767821,-0.743822,0.649246,1.186522,0.119342,-0.649968,3
-8.170396,-7.008206,5.576698,-2.172441,6.193203,0.129785,-5.388793,-3.912178,2.588082,-9.447338,-0.995488,-1.100366,-0.954563,2.295717,-0.908288,3.089642,-1.802523,-0.1475,-3.327346,0.152661,-4.357642,-2.287812,-0.693092,0.918484,0.680082,0.31989,1.406427,-0.396582,-0.897244,0.032286,-3.080504,-0.294893,1.612434,-2.661058,0.368201,-2.40019,-2.015211,0.504913,-0.533467,-1.29912,-2.788138,0.312597,0.429683,0.476681,-0.491867,0.346887,1.414013,0.236961,-3.148009,1.992873,-1.514555,0.104114,2.770282,0.047416,0.735197,1.29504,0.504732,-1.237001,-0.705605,0.389883,0.811852,1.064096,-1.09276,1.722352,9
-6.638353,-7.524378,6.767835,-2.845292,2.655978,3.449841,-4.328705,-7.538227,-2.318862,1.802961,-5.215337,0.366409,2.764656,0.497729,-1.85222,-0.511548,-0.678923,-2.455377,0.298258,3.286064,-2.911679,0.517338,4.075029,-1.27002,-5.523175,1.305856,1.649145,-1.642234,-0.113262,-0.654338,-1.127341,-0.886982,2.591409,2.270723,-0.494157,-0.461892,2.599901,-0.151563,-2.263319,-0.739913,-1.757233,-1.020081,1.518686,-2.926037,2.337537,0.504832,0.795604,-0.431219,0.75669,0.913443,0.510874,-0.454997,-1.337287,1.045398,-1.400856,-0.996181,0.200323,0.209657,1.288664,0.029329,0.02882,-0.875289,-0.977845,0.12871,1
7.310476,-9.852432,1.209271,-1.131128,3.240071,4.094652,0.172737,-3.323687,-3.621884,0.659819,-1.016311,-0.820825,2.780749,7.614403,-1.250685,-0.21719,-0.509411,2.991827,-2.694295,1.904315,-0.329173,-1.793851,-4.580839,-1.604085,2.612176,0.170626,-0.343574,-2.432445,-0.302049,-1.128776,-2.723944,0.689453,-0.708964,-0.907774,1.949149,-0.812179,0.387297,0.369562,-1.187774,0.436467,-2.114959,-0.614173,-0.424029,-1.496344,-1.940923,0.118625,-0.198691,-3.492028,1.389705,-1.621469,1.152046,-1.840382,1.073217,0.015637,-0.762882,-3.207539,-1.655256,0.284905,-0.521016,-0.789261,1.81006,1.221143,2.562293,-0.394482,10
11.815179,-7.172185,5.445951,-7.003529,3.603077,3.207319,-1.58995,4.016433,-4.021676,-1.684507,1.503265,-0.824157,1.746294,4.671358,-1.89856,1.151076,0.307735,1.180115,-1.557902,-0.110049,-0.195406,1.986609,-1.810239,-0.468592,0.891467,-0.212075,0.103529,0.340259,-0.427688,-0.23828,-3.047273,0.763546,0.625299,-0.711334,1.934997,-2.541457,-0.880756,1.548867,-1.13079,0.812381,-1.723171,-0.031901,0.712893,0.931913,0.445303,-1.385308,0.145074,-2.554013,1.193866,-0.078384,-0.304381,-0.080749,-0.23918,0.051779,-0.580371,-0.71335,1.626175,0.551058,0.106969,-2.050515,1.323133,-0.203936,0.240779,-0.535038,10
2.239222,-10.547146,-1.063079,5.45837,8.824939,-1.344936,-3.292445,-0.74632,-3.685541,-4.213028,-1.580671,2.438038,-1.780627,-0.050555,2.149221,-2.433461,-0.572875,2.889275,-3.775855,0.149822,-1.268696,-3.078634,-2.465977,-0.904196,2.422199,0.01588,-0.707224,-2.218775,-2.035352,0.522806,-2.341174,-1.662698,1.525611,-3.222921,-2.868563,0.651242,-1.48014,1.9539,-1.489832,1.905612,0.312831,-0.521592,0.178697,-1.488823,-1.304758,-0.133587,-0.328877,-1.696953,-2.374072,-0.650597,1.167992,0.283861,1.273631,-0.414052,-0.009441,0.378418,0.853015,1.833013,-0.491242,1.056607,0.22234,0.049944,0.094143,0.083263,10
4.131259,7.880525,3.965873,0.208639,-2.413197,4.239491,6.671144,2.568318,-5.807627,6.515244,-1.47954,0.739638,-3.94663,-2.496783,4.507164,-0.765426,-1.101984,0.794184,-1.757436,1.149384,-0.793079,4.23897,2.105248,2.662822,-0.639228,1.613752,1.028548,-2.336418,1.518276,-0.313033,-2.30219,-0.235208,-3.835692,-2.966588,0.491065,-1.941282,2.475555,-0.877411,0.040599,1.77326,-0.129869,0.368302,-0.120884,-1.168434,-0.173922,0.330969,1.572546,0.136303,2.22787,0.847424,0.290214,-1.125389,1.05091,-0.225693,0.605223,0.274799,-1.723478,1.64211,0.089805,0.303921,0.100357,-0.998288,1.728261,1.116357,3
-1.752015,0.885936,5.281578,11.856735,-0.547178,1.333511,-7.091202,-5.985568,1.395987,1.199763,1.40761,4.265318,3.138583,-1.240054,-2.251351,2.142385,-3.534334,-2.850661,-0.691579,2.974273,-2.145036,1.822285,1.194694,0.567252,-4.430802,1.843541,1.312172,1.710688,0.327289,-1.936835,-1.185253,2.961276,1.486505,0.303008,-1.219985,-2.870695,3.551476,-0.050927,0.621854,-0.287742,-1.463492,-0.470758,0.037457,-1.549378,0.800897,-0.499144,0.810099,0.65277,-0.020259,-0.112513,0.910743,0.486431,0.599021,-0.39451,-0.781667,-0.140898,1.085723,-0.665625,-1.092602,-0.101462,-0.883942,-1.361954,-1.080624,-2.458682,4
-11.663677,-2.813638,-5.960382,-3.744347,-0.193658,7.477882,4.423375,-0.086514,3.922027,-7.497902,2.103102,3.06392,0.424281,1.150441,-2.284116,-3.152427,4.356582,1.717123,-3.543882,-4.183776,0.291319,-1.663951,-0.110416,2.048702,-1.354933,-6.339155,-0.146938,1.918614,0.161838,0.670169,-1.019788,0.470075,-1.188467,-2.630612,-2.515579,2.880704,-1.454536,1.576738,-1.274923,2.985629,0.732505,1.288539,-2.976031,-2.276313,-1.045846,2.240263,0.750354,-3.612265,1.922742,-0.707421,0.410444,-0.793304,1.130239,-0.255176,0.340831,0.858135,-0.016463,-1.384961,-0.249182,-1.498847,0.551663,-0.00093,1.486123,-0.238897,5
-2.639538,-9.939392,2.952885,2.273556,10.975916,3.215625,-0.504284,3.670307,-1.503459,-5.633124,-4.589311,4.19425,-0.777384,3.914505,-0.060911,0.503782,3.622449,3.69971,-2.435887,-1.184787,0.249848,-1.022479,-0.06453,-1.04357,1.096904,-3.583918,-0.068577,0.391699,0.287707,0.612549,-3.965014,0.59011,-0.014364,-2.774483,1.936813,0.91365,-1.426106,1.093624,-1.15892,1.78122,-0.092533,-1.961118,-1.846339,-2.889436,-2.330608,-0.330322,-0.187036,-1.936331,-0.078784,-0.256598,-0.937923,-2.05098,1.592551,-1.126138,-1.474997,0.696454,0.550118,0.035543,0.627304,-0.665749,0.052566,1.184723,2.036219,0.095194,10
-0.201986,-9.572496,-0.813944,-0.813667,7.416073,6.812161,-0.119453,-5.059056,-0.912275,1.016906,-4.736016,-2.553016,0.045099,6.949065,-0.279608,-0.841812,0.420315,2.004842,-5.410348,-0.575998,0.992734,-0.927424,1.101638,-0.203391,-0.6064,1.181781,0.448474,-1.318676,-3.126431,-0.526048,-2.149483,0.942122,-0.086484,-0.261647,1.344638,1.583383,-0.318083,1.172066,1.732167,-1.909742,-0.878944,-0.240451,1.645624,-2.444948,-2.944199,0.431735,0.84424,-2.031115,1.106332,-0.505657,1.516702,-0.371736,1.327089,-0.357426,-0.968665,-1.609718,0.138851,0.250224,0.835029,0.357966,0.190226,-0.493933,0.838831,-0.251975,10
